127.0.0.1, 2012-01-25 19:44:35, GET, /, HTTP/1.1, 303, 0.001000
127.0.0.1, 2012-01-25 19:44:58, GET, /admin/default/edit/welcome/models/db.py, HTTP/1.1, 200, 0.042000
127.0.0.1, 2012-01-25 19:44:58, GET, /admin/static/edit_area/edit_area_full.js, HTTP/1.1, 200, 0.001000
127.0.0.1, 2012-01-25 19:44:58, GET, /admin/static/js/ajax_editor.js, HTTP/1.1, 200, 0.001000
127.0.0.1, 2012-01-25 19:44:58, GET, /admin/static/edit_area/reg_syntax/python.js, HTTP/1.1, 200, 0.000000
127.0.0.1, 2012-01-25 19:44:58, GET, /admin/static/images/save_icon.png, HTTP/1.1, 200, 0.000000
127.0.0.1, 2012-01-25 19:44:58, GET, /admin/static/edit_area/langs/en.js, HTTP/1.1, 200, 0.000000
127.0.0.1, 2012-01-25 19:44:59, GET, /admin/static/edit_area/images/search.gif, HTTP/1.1, 200, 0.000000
127.0.0.1, 2012-01-25 19:44:59, GET, /admin/static/edit_area/images/go_to_line.gif, HTTP/1.1, 200, 0.001000
127.0.0.1, 2012-01-25 19:44:59, GET, /admin/static/edit_area/images/fullscreen.gif, HTTP/1.1, 200, 0.000000
127.0.0.1, 2012-01-25 19:44:59, GET, /admin/static/edit_area/images/spacer.gif, HTTP/1.1, 200, 0.000000
127.0.0.1, 2012-01-25 19:44:59, GET, /admin/static/edit_area/images/undo.gif, HTTP/1.1, 200, 0.001000
127.0.0.1, 2012-01-25 19:44:59, GET, /admin/static/edit_area/images/redo.gif, HTTP/1.1, 200, 0.000000
127.0.0.1, 2012-01-25 19:44:59, GET, /admin/static/edit_area/images/smooth_selection.gif, HTTP/1.1, 200, 0.001000
127.0.0.1, 2012-01-25 19:44:59, GET, /admin/static/edit_area/images/highlight.gif, HTTP/1.1, 200, 0.000000
127.0.0.1, 2012-01-25 19:44:59, GET, /admin/static/edit_area/images/reset_highlight.gif, HTTP/1.1, 200, 0.000000
127.0.0.1, 2012-01-25 19:44:59, GET, /admin/static/edit_area/images/word_wrap.gif, HTTP/1.1, 200, 0.001000
127.0.0.1, 2012-01-25 19:44:59, GET, /admin/static/edit_area/images/help.gif, HTTP/1.1, 200, 0.005000
127.0.0.1, 2012-01-25 19:44:59, GET, /admin/static/edit_area/images/move.gif, HTTP/1.1, 200, 0.004000
127.0.0.1, 2012-01-25 19:44:59, GET, /admin/static/edit_area/images/close.gif, HTTP/1.1, 200, 0.004000
127.0.0.1, 2012-01-25 19:44:59, GET, /admin/static/edit_area/images/statusbar_resize.gif, HTTP/1.1, 200, 0.005000
127.0.0.1, 2012-01-25 19:45:09, GET, /admin/default/keepalive, HTTP/1.1, 200, 0.030000
127.0.0.1, 2012-01-25 19:45:23, POST, /admin/default/edit/welcome/models/db.py, HTTP/1.1, 200, 0.068000
127.0.0.1, 2012-01-25 19:45:25, GET, /admin/default/site, HTTP/1.1, 200, 0.055000
127.0.0.1, 2012-01-25 19:45:25, GET, /admin/static/images/folder_locked.png, HTTP/1.1, 200, 0.000000
127.0.0.1, 2012-01-25 19:45:25, GET, /admin/static/images/folder.png, HTTP/1.1, 200, 0.001000
127.0.0.1, 2012-01-25 19:45:25, GET, /admin/static/images/sidebar_background.jpg, HTTP/1.1, 200, 0.000000
127.0.0.1, 2012-01-25 19:45:25, POST, /admin/default/check_version, HTTP/1.1, 200, 0.281000
127.0.0.1, 2012-01-25 19:45:26, GET, /admin/default/twitter, HTTP/1.1, 200, 0.908000
127.0.0.1, 2012-01-25 19:45:27, GET, /welcome/default/index, HTTP/1.1, 200, 0.637000
127.0.0.1, 2012-01-25 19:45:36, GET, /admin/default/site, HTTP/1.1, 200, 0.062000
127.0.0.1, 2012-01-25 19:45:37, GET, /admin/default/twitter, HTTP/1.1, 200, 0.769000
127.0.0.1, 2012-01-25 19:45:37, GET, /welcome/default/index, HTTP/1.1, 200, 0.038000
127.0.0.1, 2012-01-25 19:45:40, GET, /admin/default/site, HTTP/1.1, 200, 0.053000
127.0.0.1, 2012-01-25 19:45:41, GET, /admin/default/twitter, HTTP/1.1, 200, 0.975000
127.0.0.1, 2012-01-25 19:45:41, GET, /admin/default/design/welcome, HTTP/1.1, 200, 0.111000
127.0.0.1, 2012-01-25 19:45:44, GET, /welcome/appadmin/index, HTTP/1.1, 200, 0.059000
127.0.0.1, 2012-01-25 19:45:47, GET, /welcome/appadmin/select/db, HTTP/1.1, 200, 0.098000
127.0.0.1, 2012-01-25 19:45:51, GET, /welcome/appadmin/index, HTTP/1.1, 200, 0.047000
127.0.0.1, 2012-01-25 19:45:53, GET, /admin/default/design/welcome, HTTP/1.1, 200, 0.122000
127.0.0.1, 2012-01-25 19:45:54, GET, /admin/default/edit/welcome/models/db.py, HTTP/1.1, 200, 0.066000
127.0.0.1, 2012-01-25 19:46:04, GET, /admin/default/keepalive, HTTP/1.1, 200, 0.037000
127.0.0.1, 2012-01-25 19:46:15, GET, /admin/default/site, HTTP/1.1, 200, 0.052000
127.0.0.1, 2012-01-25 19:46:16, GET, /welcome/default/index, HTTP/1.1, 200, 0.052000
127.0.0.1, 2012-01-25 19:46:16, GET, /admin/default/twitter, HTTP/1.1, 200, 0.936000
127.0.0.1, 2012-01-25 19:46:20, GET, /admin/default/site, HTTP/1.1, 200, 0.064000
127.0.0.1, 2012-01-25 19:46:21, GET, /admin/default/twitter, HTTP/1.1, 200, 0.821000
127.0.0.1, 2012-01-25 19:46:23, GET, /admin/default/compile_app/welcome, HTTP/1.1, 303, 0.314000
127.0.0.1, 2012-01-25 19:46:23, GET, /admin/default/site, HTTP/1.1, 200, 0.045000
127.0.0.1, 2012-01-25 19:46:24, GET, /admin/default/twitter, HTTP/1.1, 200, 0.931000
127.0.0.1, 2012-01-25 19:46:27, GET, /admin/default/remove_compiled_app/welcome, HTTP/1.1, 303, 0.054000
127.0.0.1, 2012-01-25 19:46:27, GET, /admin/default/site, HTTP/1.1, 200, 0.044000
127.0.0.1, 2012-01-25 19:46:28, GET, /admin/default/twitter, HTTP/1.1, 200, 0.990000
127.0.0.1, 2012-01-25 19:46:30, GET, /welcome/default/index, HTTP/1.1, 200, 0.057000
127.0.0.1, 2012-01-25 19:46:33, GET, /admin/default/site, HTTP/1.1, 200, 0.068000
127.0.0.1, 2012-01-25 19:46:34, GET, /admin/default/twitter, HTTP/1.1, 200, 0.806000
127.0.0.1, 2012-01-25 19:46:40, GET, /welcome/default/index, HTTP/1.1, 200, 0.061000
127.0.0.1, 2012-01-25 19:46:45, GET, /admin/default/site, HTTP/1.1, 200, 0.051000
127.0.0.1, 2012-01-25 19:46:46, GET, /admin/default/twitter, HTTP/1.1, 200, 1.082000
127.0.0.1, 2012-01-25 19:46:47, GET, /admin/default/design/welcome, HTTP/1.1, 200, 0.107000
127.0.0.1, 2012-01-25 19:46:48, GET, /admin/default/edit/welcome/models/db.py, HTTP/1.1, 200, 0.064000
127.0.0.1, 2012-01-25 19:46:55, POST, /admin/default/edit/welcome/models/db.py, HTTP/1.1, 200, 0.059000
127.0.0.1, 2012-01-25 19:46:57, GET, /admin/default/site, HTTP/1.1, 200, 0.079000
127.0.0.1, 2012-01-25 19:46:58, GET, /admin/default/twitter, HTTP/1.1, 200, 0.830000
127.0.0.1, 2012-01-25 19:47:03, GET, /welcome/default/index, HTTP/1.1, 500, 5.585000
127.0.0.1, 2012-01-25 19:47:07, GET, /admin/default/ticket/welcome/127.0.0.1.2012-01-25.19-46-58.070ca58f-8eb1-4d3d-aa73-0b93b19d3f1c, HTTP/1.1, 200, 0.081000
127.0.0.1, 2012-01-25 19:47:07, GET, /admin/static/css/calendar.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-01-25 19:47:07, GET, /admin/static/js/calendar.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-01-25 19:47:07, GET, /admin/static/plugin_multiselect/jquery.dimensions.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-01-25 19:47:07, GET, /admin/static/plugin_multiselect/jquery.multiselect.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-01-25 19:47:07, GET, /admin/static/plugin_multiselect/jquery.multiselect.css, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-01-25 19:47:07, GET, /admin/static/plugin_multiselect/start.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-01-25 19:47:07, GET, /admin/static/js/jquery.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-01-25 19:47:07, GET, /admin/static/js/web2py.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-01-25 19:47:07, GET, /admin/static/css/styles.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-01-25 19:47:07, GET, /admin/static/images/header_shadow.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-01-25 19:47:07, GET, /admin/static/images/help.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-01-25 19:47:07, GET, /admin/static/images/header_bg.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-01-25 19:47:07, GET, /admin/static/images/start.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-01-25 19:47:07, GET, /admin/static/images/section_bullet.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-01-25 19:47:07, GET, /admin/static/images/menu.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-01-25 19:47:07, GET, /admin/static/images/ticket_section.png, HTTP/1.1, 200, 0.000000
127.0.0.1, 2012-01-25 19:47:07, GET, /admin/static/images/small_button.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-01-25 19:47:10, GET, /admin/default/site, HTTP/1.1, 200, 0.108000
127.0.0.1, 2012-01-25 19:47:10, GET, /admin/static/images/sidebar_background.jpg, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-01-25 19:47:10, GET, /admin/static/images/folder_locked.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-01-25 19:47:10, GET, /admin/static/images/folder.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-01-25 19:47:10, GET, /admin/static/images/small_special_button.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-01-25 19:47:10, GET, /admin/static/images/sidebar_bullet.gif, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-01-25 19:47:11, GET, /admin/default/twitter, HTTP/1.1, 200, 0.848000
127.0.0.1, 2012-01-25 19:47:12, GET, /admin/default/design/welcome, HTTP/1.1, 200, 0.111000
127.0.0.1, 2012-01-25 19:47:12, GET, /admin/static/images/search.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-01-25 19:47:12, GET, /admin/static/images/delete_icon.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-01-25 19:47:12, GET, /admin/static/images/test_icon.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-01-25 19:47:12, GET, /admin/static/images/folder_sm.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-01-25 19:47:13, GET, /admin/default/site, HTTP/1.1, 200, 0.069000
127.0.0.1, 2012-01-25 19:47:15, GET, /admin/default/design/welcome, HTTP/1.1, 200, 0.111000
127.0.0.1, 2012-01-25 19:47:15, GET, /admin/default/twitter, HTTP/1.1, 200, 1.045000
127.0.0.1, 2012-01-25 19:47:16, GET, /admin/default/edit/welcome/models/db.py, HTTP/1.1, 200, 0.052000
127.0.0.1, 2012-01-25 19:47:16, GET, /admin/static/js/ajax_editor.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-01-25 19:47:16, GET, /admin/static/edit_area/edit_area_full.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-01-25 19:47:16, GET, /admin/static/edit_area/langs/en.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-01-25 19:47:16, GET, /admin/static/edit_area/reg_syntax/python.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-01-25 19:47:16, GET, /admin/static/images/save_icon.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-01-25 19:47:16, GET, /admin/static/edit_area/images/search.gif, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-01-25 19:47:16, GET, /admin/static/edit_area/images/go_to_line.gif, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-01-25 19:47:16, GET, /admin/static/edit_area/images/redo.gif, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-01-25 19:47:16, GET, /admin/static/edit_area/images/word_wrap.gif, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-01-25 19:47:16, GET, /admin/static/edit_area/images/spacer.gif, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-01-25 19:47:16, GET, /admin/static/edit_area/images/fullscreen.gif, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-01-25 19:47:16, GET, /admin/static/edit_area/images/undo.gif, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-01-25 19:47:16, GET, /admin/static/edit_area/images/smooth_selection.gif, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-01-25 19:47:16, GET, /admin/static/edit_area/images/reset_highlight.gif, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-01-25 19:47:16, GET, /admin/static/edit_area/images/highlight.gif, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-01-25 19:47:16, GET, /admin/static/edit_area/images/help.gif, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-01-25 19:47:16, GET, /admin/static/edit_area/images/close.gif, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-01-25 19:47:16, GET, /admin/static/edit_area/images/move.gif, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-01-25 19:47:16, GET, /admin/static/edit_area/images/statusbar_resize.gif, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-01-25 19:47:24, POST, /admin/default/edit/welcome/models/db.py, HTTP/1.1, 200, 0.067000
127.0.0.1, 2012-01-25 19:47:25, GET, /admin/default/site, HTTP/1.1, 200, 0.051000
127.0.0.1, 2012-01-25 19:47:26, GET, /admin/default/twitter, HTTP/1.1, 200, 0.801000
127.0.0.1, 2012-01-25 19:47:26, GET, /welcome/default/index, HTTP/1.1, 200, 0.045000
127.0.0.1, 2012-01-25 19:47:26, GET, /welcome/static/css/skeleton.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-01-25 19:47:26, GET, /welcome/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-01-25 19:47:26, GET, /welcome/static/js/jquery.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-01-25 19:47:26, GET, /welcome/static/css/calendar.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-01-25 19:47:26, GET, /welcome/static/js/web2py.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-01-25 19:47:26, GET, /welcome/static/js/calendar.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-01-25 19:47:26, GET, /welcome/static/css/superfish.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-01-25 19:47:26, GET, /welcome/static/js/superfish.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-01-25 19:47:26, GET, /welcome/static/css/web2py.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-01-25 19:47:26, GET, /welcome/static/images/poweredby.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-01-25 19:47:27, GET, /welcome/static/images/arrows-ffffff.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-01-25 19:47:27, GET, /welcome/static/images/shadow.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-01-25 19:47:32, GET, /admin/default/edit/welcome/models/db.py, HTTP/1.1, 200, 0.045000
127.0.0.1, 2012-01-25 19:47:42, GET, /admin/default/keepalive, HTTP/1.1, 200, 0.036000
127.0.0.1, 2012-01-25 19:48:15, GET, /admin/default/design/welcome, HTTP/1.1, 200, 0.092000
127.0.0.1, 2012-01-25 19:48:28, GET, /admin/default/edit/welcome/models/db.py, HTTP/1.1, 200, 0.059000
127.0.0.1, 2012-01-25 19:48:38, GET, /admin/default/keepalive, HTTP/1.1, 200, 0.035000
127.0.0.1, 2012-01-25 19:49:20, GET, /admin/default/index, HTTP/1.1, 303, 0.014000
127.0.0.1, 2012-01-25 19:49:20, GET, /admin/default/site, HTTP/1.1, 200, 0.047000
127.0.0.1, 2012-01-25 19:49:21, GET, /admin/default/twitter, HTTP/1.1, 200, 1.260000
127.0.0.1, 2012-01-25 19:49:21, GET, /welcome/default/index, HTTP/1.1, 200, 0.064000
127.0.0.1, 2012-01-25 19:49:24, GET, /welcome/default/user/register, HTTP/1.1, 200, 0.051000
127.0.0.1, 2012-01-25 19:49:37, POST, /welcome/default/user/register, HTTP/1.1, 303, 0.160000
127.0.0.1, 2012-01-25 19:49:37, GET, /welcome/default/index, HTTP/1.1, 200, 0.032000
127.0.0.1, 2012-01-25 19:49:41, GET, /welcome/default/user/logout, HTTP/1.1, 303, 0.054000
127.0.0.1, 2012-01-25 19:49:41, GET, /welcome/default/index, HTTP/1.1, 200, 0.056000
127.0.0.1, 2012-01-25 19:49:43, GET, /welcome/default/user/login, HTTP/1.1, 200, 0.070000
127.0.0.1, 2012-01-25 19:49:50, POST, /welcome/default/user/login, HTTP/1.1, 303, 0.051000
127.0.0.1, 2012-01-25 19:49:50, GET, /welcome/default/index, HTTP/1.1, 200, 0.030000
127.0.0.1, 2012-01-25 19:50:45, GET, /welcome/appadmin/index, HTTP/1.1, 200, 0.050000
127.0.0.1, 2012-01-25 19:50:59, GET, /welcome/appadmin/index, HTTP/1.1, 200, 0.047000
127.0.0.1, 2012-01-25 19:51:02, GET, /admin/default/design/welcome, HTTP/1.1, 200, 0.100000
127.0.0.1, 2012-01-25 19:51:08, GET, /admin/default/edit/welcome/controllers/appadmin.py, HTTP/1.1, 200, 0.058000
127.0.0.1, 2012-01-25 19:51:19, GET, /admin/default/keepalive, HTTP/1.1, 200, 0.043000
127.0.0.1, 2012-01-25 19:57:06, GET, /, HTTP/1.1, 303, 0.002000
127.0.0.1, 2012-01-25 19:57:07, GET, /welcome/default/index, HTTP/1.1, 200, 0.168000
127.0.0.1, 2012-01-25 19:57:07, GET, /welcome/static/js/modernizr.custom.js, HTTP/1.1, 200, 0.004000
127.0.0.1, 2012-01-25 19:57:07, GET, /welcome/static/js/jquery.js, HTTP/1.1, 200, 0.013000
127.0.0.1, 2012-01-25 19:57:07, GET, /welcome/static/js/calendar.js, HTTP/1.1, 200, 0.011000
127.0.0.1, 2012-01-25 19:57:07, GET, /welcome/static/js/web2py.js, HTTP/1.1, 200, 0.010000
127.0.0.1, 2012-01-25 19:57:07, GET, /welcome/static/css/web2py.css, HTTP/1.1, 200, 0.002000
127.0.0.1, 2012-01-25 19:57:07, GET, /welcome/static/css/calendar.css, HTTP/1.1, 200, 0.002000
127.0.0.1, 2012-01-25 19:57:07, GET, /welcome/static/js/superfish.js, HTTP/1.1, 200, 0.002000
127.0.0.1, 2012-01-25 19:57:07, GET, /welcome/static/css/skeleton.css, HTTP/1.1, 200, 0.001000
127.0.0.1, 2012-01-25 19:57:07, GET, /welcome/static/css/superfish.css, HTTP/1.1, 200, 0.000000
127.0.0.1, 2012-01-25 19:57:07, GET, /welcome/static/images/poweredby.png, HTTP/1.1, 200, 0.001000
127.0.0.1, 2012-01-25 19:57:07, GET, /welcome/static/images/arrows-ffffff.png, HTTP/1.1, 200, 0.001000
127.0.0.1, 2012-01-25 19:57:07, GET, /welcome/static/images/shadow.png, HTTP/1.1, 200, 0.000000
127.0.0.1, 2012-01-25 19:57:07, GET, /welcome/static/favicon.ico, HTTP/1.1, 200, 0.000000
127.0.0.1, 2012-01-25 19:58:15, GET, /welcome/default/index, HTTP/1.1, 200, 0.041000
127.0.0.1, 2012-01-25 19:58:15, GET, /welcome/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-01-25 19:58:15, GET, /welcome/static/js/jquery.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-01-25 19:58:15, GET, /welcome/static/css/calendar.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-01-25 19:58:15, GET, /welcome/static/js/calendar.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-01-25 19:58:15, GET, /welcome/static/js/web2py.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-01-25 19:58:15, GET, /welcome/static/css/superfish.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-01-25 19:58:15, GET, /welcome/static/js/superfish.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-01-25 19:58:15, GET, /welcome/static/css/web2py.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-01-25 19:58:15, GET, /welcome/static/css/skeleton.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-01-25 19:58:16, GET, /welcome/static/images/poweredby.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-01-25 19:58:16, GET, /welcome/static/images/arrows-ffffff.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-01-25 19:58:16, GET, /welcome/static/images/shadow.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-01-25 19:58:18, GET, /welcome/default/user/login, HTTP/1.1, 200, 0.041000
127.0.0.1, 2012-01-25 19:58:26, POST, /welcome/default/user/login, HTTP/1.1, 303, 0.059000
127.0.0.1, 2012-01-25 19:58:26, GET, /welcome/default/index, HTTP/1.1, 200, 0.030000
127.0.0.1, 2012-01-25 19:58:47, GET, /welcome/default/index, HTTP/1.1, 200, 0.031000
127.0.0.1, 2012-01-25 19:58:47, GET, /welcome/static/js/jquery.js, HTTP/1.1, 200, 0.001000
0.001000
127.0.0.1, 2012-01-25 19:58:47, GET, /welcome/static/js/calendar.js, HTTP/1.1, 200, 0.001000

127.0.0.1, 2012-01-25 19:58:47, GET, /welcome/static/js/superfish.js, HTTP/1.1, 200, 0.001000
127.0.0.1, 2012-01-25 19:58:47, GET, /welcome/static/css/superfish.css, HTTP/1.1, 200, 0.001000
127.0.0.1, 2012-01-25 19:58:48, GET, /welcome/static/images/poweredby.png, HTTP/1.1, 200, 0.011000
127.0.0.1, 2012-01-25 19:58:48, GET, /welcome/static/images/shadow.png, HTTP/1.1, 200, 0.001000
127.0.0.1, 2012-01-25 19:58:48, GET, /welcome/static/images/arrows-ffffff.png, HTTP/1.1, 200, 0.002000
127.0.0.1, 2012-01-25 19:58:51, GET, /welcome/static/favicon.ico, HTTP/1.1, 200, 0.001000
127.0.0.1, 2012-01-25 19:58:55, GET, /welcome/default/index, HTTP/1.1, 200, 0.032000
127.0.0.1, 2012-01-25 19:58:55, GET, /welcome/static/css/skeleton.css, HTTP/1.1, 200, 0.001000
